name	url	our_price	ingredients	lifestage	food_form	special_diet	packaging_type	food_texture	brand	moisture_warning	%_calories_carbohydrate	%_calories_min_protein	%_calories_min_fat	price_per_kcal
Fancy Feast Chunky Chicken Feast Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/fancy-feast-chunky-chicken-feast/dp/103942	15.36	Chicken Broth, Chicken, Meat By-Products, Liver, Fish, Turkey, Wheat Gluten, Artificial And Natural Flavors, Soy Flour, Soy Protein Concentrate, Tricalcium Phosphate, Sodium Tripolyphosphate, Guar Gum, Added Color, Minerals [Potassium Chloride, Magnesium Sulfate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide], Salt, Taurine, Carrageenan, Locust Bean Gum, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement], Choline Chloride. D-6650.	adult	wet food	grain-free pea-free	can	pate	purina		8.603844941695566	48.53450992751338	42.86164513079104	0.006736842105263157
Royal Canin Veterinary Diet Urinary SO Moderate Calorie Morsels in Gravy Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/royal-canin-veterinary-diet-urinary/dp/43626	42.99	Water Sufficient For Processing, Pork By-Products, Chicken By-Products, Pork Liver, Chicken Liver, Salmon, Pork Plasma, Chicken, Wheat Gluten, Powdered Cellulose, Modified Corn Starch, Natural Flavors, Salt, Calcium Sulfate, Potassium Chloride, Guar Gum, Fish Oil, Sodium Tripolyphosphate, Taurine, Dl-Methionine, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), Thiamine Mononitrate (Vitamin B1), Niacin Supplement, Biotin, D-Calcium Pantothenate, Folic Acid, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement], Choline Chloride, L-Carnitine, Marigold Extract (Tagetes Erecta L.), Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite].	adult	wet food	weight control pea-free veterinary diet	can	chunks in gravy	royal canin		24.11545623836128	52.14152700186219	23.74301675977653	0.03198660714285714
Friskies Classic Pate Liver & Chicken Dinner Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/friskies-classic-pate-liver-chicken/dp/104060	14.87	Water Sufficient for Processing, Poultry By-Products, Meat By-Products, Liver, Fish, Chicken, Rice, Artificial and Natural Flavors, Salt, Guar Gum, Added Color, Potassium Chloride, Calcium Phosphate, Choline Chloride, Carrageenan, Magnesium Sulfate, Taurine, Thiamine Mononitrate, Zinc Sulfate, Vitamin E Supplement, Ferrous Sulfate, Niacin, Sodium Nitrite (To Promote Color Retention), Copper Sulfate, Calcium Pantothenate, Vitamin A Supplement, Manganese Sulfate, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.	adult	wet food		can	pate	purina		11.75633361799033	39.85197836606888	48.39168801594078	0.00358140655105973
Fancy Feast Gravy Lovers Salmon Feast in Seared Salmon Flavor Gravy Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/fancy-feast-gravy-lovers-salmon-feast/dp/103848	12.48	Fish Broth, Salmon, Liver, Wheat Gluten, Meat By-Products, Corn Starch-Modified, Chicken, Artificial and Natural Flavors, Soy Flour, Added Color (Red 3 and Other Color), Salt, Calcium Phosphate, Potassium Chloride, Natural Seared Salmon Flavor, Taurine, Magnesium Sulfate, Choline Chloride, Thiamine Mononitrate, Vitamin E Supplement, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Copper Sulfate, Vitamin A Supplement, Manganese Sulfate, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.	adult	wet food		can	chunks in gravy	purina		15.024091108190992	55.19053876478317	29.78537012702584	0.023733455043359195
Purina ONE Urinary Tract Health Adult Formula Dry Cat Food, 16-lb bag	https://www.chewy.com/purina-one-urinary-tract-health-adult/dp/33830	24.41	Corn Gluten Meal, Ground Yellow Corn, Chicken, Brewers Rice, Wheat Flour, Animal Fat Preserved with Mixed-Tocopherols, Dried Egg Product, Phosphoric Acid, Calcium Carbonate, Potassium Chloride, Animal Digest, Sodium Caseinate, L-Lysine Monohydrochloride, Dried Whey, Choline Chloride, Defluorinated Phosphate, Salt, Taurine, Zinc Sulfate, Ferrous Sulfate, Vitamin E Supplement, Niacin, Manganese Sulfate, Citric Acid, Vitamin A Supplement, Calcium Pantothenate, Thiamine Mononitrate, Copper Sulfate, Riboflavin Supplement, Vitamin B-12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D-3 Supplement, Calcium Iodate, Biotin, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Sodium Selenite. P-4158.	adult	dry food				purina		36.4353475706315	32.115319155233905	31.449333274134585	0.0007799682645490378
Royal Canin Veterinary Diet Renal Support D Morsels in Gravy Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/royal-canin-veterinary-diet-renal/dp/118332	42.96	Water Sufficient for Processing, Chicken By-Products, Chicken Liver, Pork Liver, Wheat Flour, Vegetable Oil, Pork Plasma, Modified Corn Starch, Corn Flour, Egg Product, Glycine, Powdered Cellulose, Fish Oil, Potassium Citrate, Calcium Carbonate, Natural Flavors, Taurine, Dl-Methionine, Guar Gum, Fructooligosaccharides, Vitamins [L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Dl-Alpha Tocopherol Acetate (Source of Vitamin E), Thiamine Mononitrate (Vitamin B1), Niacin Supplement, Biotin, D-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], Salt, Citric Acid, Choline Chloride, Cysteine, Sodium Silico Aluminate, Sodium Carbonate, Marigold Extract (Tagetes Erecta L.), Magnesium Oxide, Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite].	adult	wet food	low-protein pea-free veterinary diet	can	chunks in gravy	royal canin		10.129474485910112	33.76491495303377	56.10561056105612	0.01845360824742268
Fancy Feast Gourmet Savory Chicken & Turkey Dry Cat Food, 12-lb bag	https://www.chewy.com/fancy-feast-gourmet-savory-chicken/dp/104021	16.46	Ground Rice, Poultry By-Product Meal, Corn Gluten Meal, Beef Tallow Naturally Preserved With Mixed-Tocopherols, Whole Grain Corn, Soybean Meal, Liver Flavor, Chicken, Turkey, Phosphoric Acid, Calcium Carbonate, Natural And Artificial Flavors, Salt, Brewers Dried Yeast, Potassium Chloride, Choline Chloride, Fish Oil, Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Taurine, Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], Dl-Methionine, Red 40, Yellow 5, Blue 2. E650018	adult	dry food				purina		32.34916559691913	30.551989730423617	37.09884467265726	0.0007553758741258742
Friskies Tender & Crunchy Combo Dry Cat Food, 16-lb bag	https://www.chewy.com/friskies-tender-crunchy-combo-dry-cat/dp/104278	11.78	Ground Yellow Corn, Corn Gluten Meal, Chicken By-product Meal, Ground Wheat, Soybean Meal, Beef Tallow Preserved With Mixed-tocopherols, Meat And Bone Meal, Glycerin, Animal Liver Flavor, Chicken, Phosphoric Acid, Calcium Carbonate, Natural Flavor, Salt, Turkey By-product Meal, Potassium Chloride, Choline Chloride, Dried Carrots, Dried Green Beans, Taurine, Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], Yellow 6, Dl-methionine, L-lysine Monohydrochloride, Red 40, Yellow 5, L-tryptophan, Blue 2. G600419.	adult	dry food				purina		40.02568169801344	31.724450487196915	28.249867814789635	0.0004500779733850845
Royal Canin Veterinary Diet Hydrolyzed Protein HP Dry Cat Food, 7.7-lb bag	https://www.chewy.com/royal-canin-veterinary-diet/dp/35480	56.99	Brewers Rice, Hydrolyzed Soy Protein, Chicken Fat, Powdered Cellulose, Natural Flavors, Dried Plain Beet Pulp, Calcium Sulfate, Fish Oil, Potassium Chloride, Monocalcium Phosphate, Vegetable Oil, Dl-Methionine, Sodium Pyrophosphate, Sodium Silico Aluminate, Salt, Fructooligosaccharides, Choline Chloride, Taurine, Calcium Carbonate, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), Niacin Supplement, L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), D-Calcium Pantothenate, Biotin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Thiamine Mononitrate (Vitamin B1), Vitamin A Acetate, Vitamin B12 Supplement, Folic Acid], Trace Minerals [Zinc Proteinate, Zinc Oxide, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Ferrous Sulfate, Sodium Selenite, Copper Proteinate, Calcium Iodate], Marigold Extract (Tagetes Erecta L.), Magnesium Oxide, Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.	adult	dry food	sensitive digestion limited ingredient diet pea-free veterinary diet hydrolyzed protein			royal canin		39.445814223846085	21.462243059902654	39.09194271625126	0.004142097369635441
Purina ONE Healthy Kitten Formula Dry Cat Food, 16-lb bag	https://www.chewy.com/purina-one-healthy-kitten-formula-dry/dp/119347	20.82	Chicken, Chicken By-Product Meal, Corn Gluten Meal, Rice Flour, Soybean Meal, Beef Fat Naturally Preserved With Mixed-Tocopherols, Chicken Meal, Whole Grain Corn, Soy Protein Concentrate, Liver Flavor, Soy Protein Isolate, Phosphoric Acid, Salt, Caramel Color, Fish Oil, Dried Carrots, Dried Peas, Choline Chloride, Taurine, MINERALS [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Potassium Chloride, Calcium Carbonate, VITAMINS [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], L-Lysine Monohydrochloride, DL-Methionine. V415917	kitten	dry food				purina		22.071359229756503	37.23552801308563	40.69311275715786	0.0007385472972972973
Iams ProActive Health Healthy Adult Original with Chicken Dry Cat Food, 16-lb bag	https://www.chewy.com/iams-proactive-health-healthy-adult/dp/121251	23.84	Chicken, Chicken By-Product Meal, Ground Whole Grain Corn, Corn Grits, Corn Gluten Meal, Dried Beet Pulp, Chicken Fat (preserved with mixed Tocopherols), Natural Flavor, Dried Egg Product, Brewers Dried Yeast, Sodium Bisulfate, Potassium Chloride, Fish Oil (preserved with mixed Tocopherols), Calcium Carbonate, Choline Chloride, DL-Methionine, Fructooligosaccharides, Vitamins (Vitamin E Supplement, Niacin, Ascorbic Acid, Vitamin A Acetate, Calcium Pantothenate, Biotin, Thiamine Mononitrate (source of Vitamin B1), Pyridoxine Hydrochloride (source of Vitamin B6), Vitamin B12 Supplement, Riboflavin Supplement (source of Vitamin B2), Inositol, Vitamin D3 Supplement, Folic Acid), Taurine, Minerals (Zinc Oxide, Manganese Sulfate, Copper Sulfate, Potassium Iodide), L-Carnitine, Rosemary Extract.	adult	dry food						35.910644184994794	29.970805224553583	34.118550590451626	0.000889642567018684
Royal Canin Feline Health Nutrition Thin Slices in Gravy Wet Kitten Food, 3-oz, case of 24	https://www.chewy.com/royal-canin-feline-health-nutrition/dp/33914	34.34	Water Sufficient For Processing, Chicken By-Products, Chicken, Chicken Liver, Pork Liver, Wheat Gluten, Pork Plasma, Gelatin, Egg Product, Modified Corn Starch, Brewers Rice Flour, Natural Flavors, Powdered Cellulose, Fish Oil, Calcium Carbonate, Potassium Chloride, Guar Gum, Taurine, Sodium Tripolyphosphate, Vitamins [DL-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Thiamine Mononitrate (Vitamin B1), Niacin Supplement, Biotin, D-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], Hydrolyzed Yeast, Choline Chloride, Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Copper Sulfate, Manganous Oxide, Sodium Selenite, Calcium Iodate], Magnesium Oxide, Marigold Extract (Tagetes Erecta L.), Carotene.	kitten	wet food		can	chunks in gravy	royal canin size health nutrition		19.395465994962237	48.48866498740553	32.11586901763223	0.018344017094017097
Hill's Science Diet Adult Indoor Chicken Recipe Dry Cat Food, 15.5-lb bag	https://www.chewy.com/hills-science-diet-adult-indoor/dp/34081	40.99	Chicken, Whole Grain Wheat, Corn Gluten Meal, Powdered Cellulose, Chicken Fat, Wheat Gluten, Chicken Meal, Chicken Liver Flavor, Dried Beet Pulp, Soybean Oil, Calcium Sulfate, Lactic Acid, Fish Oil, Potassium Chloride, Iodized Salt, Choline Chloride, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Taurine, L-Carnitine, L-Lysine, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Mixed Tocopherols for freshness, Natural Flavors, Green Peas, Apples, Cranberries, Carrots, Broccoli, Beta-Carotene.	adult	dry food	indoor			hill's science diet		36.51626480834217	31.451987526460613	32.031747665197216	
Hill's Science Diet Adult Sensitive Stomach & Skin Chicken & Rice Recipe Dry Cat Food, 15.5-lb bag	https://www.chewy.com/hills-science-diet-adult-sensitive/dp/34069	44.99	Chicken, Brewers Rice, Corn Gluten Meal, Whole Grain Corn, Chicken Fat, Chicken Meal, Egg Product, Chicken Liver Flavor, Soybean Oil, Lactic Acid, Oat Fiber, L-Lysine, Potassium Chloride, Choline Chloride, Fructooligosaccharides (FOS), Iodized Salt, DL-Methionine, Taurine, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Calcium Carbonate, L-Tryptophan, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene.	adult	dry food	sensitive digestion pea-free			hill's science diet		36.837280896294395	26.06104060579723	37.101678497908374	
Hill's Prescription Diet i/d Digestive Care Chicken Flavor Dry Cat Food, 8.5-lb bag	https://www.chewy.com/hills-prescription-diet-id-digestive/dp/54766	45.99	Chicken, Cracked Pearled Barley, Corn Gluten Meal, Brewers Rice, Pork Fat, Chicken Meal, Whole Grain Corn, Egg Product, Chicken Liver Flavor, Lactic Acid, Dried Beet Pulp, Potassium Chloride, Calcium Sulfate, DL-Methionine, Choline Chloride, Fructooligosaccharides, vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Taurine, Iodized Salt, L-Lysine, Psyllium Seed Husk, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Mixed Tocopherols for freshness, Natural Flavors, Magnesium Oxide, Beta-Carotene.	adult	dry food	sensitive digestion pea-free veterinary diet			hill's	% moisture max estimated	30.19607843137255	32.02614379084967	37.77777777777778	
Friskies Surfin' & Turfin' Favorites Dry Cat Food, 16-lb bag	https://www.chewy.com/friskies-surfin-turfin-favorites-dry/dp/104296	13.52	Ground Yellow Corn, Corn Gluten Meal, Chicken By-product Meal, Soybean Meal, Beef Tallow Preserved With Mixed-tocopherols, Ocean Fish Meal, Animal Liver Flavor, Meat And Bone Meal, Calcium Carbonate, Phosphoric Acid, Salmon Meal, Salt, Choline Chloride, Potassium Chloride, Taurine, Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], Natural Filet Mignon Flavor, Red 40, Yellow 5, Blue 2. K600118.	adult	dry food				purina		40.017752932066706	31.728644544750612	28.253602523182686	0.000519148787963221
Iams ProActive Health Adult Hairball Care Dry Cat Food, 16-lb bag	https://www.chewy.com/iams-proactive-health-adult-hairball/dp/47960	18.96	Chicken, Chicken By-Product Meal, Ground Whole Grain Corn, Corn Grits, Corn Gluten Meal, Dried Beet Pulp, Salmon, Powdered Cellulose, Natural Flavor, Dried Egg Product, Caramel Color, Potassium Chloride, Brewers Dried Yeast, Choline Chloride, Calcium Carbonate, Fructooligosaccharides, Vitamins (Vitamin E Supplement, Niacin, Ascorbic Acid, Vitamin A Acetate, Calcium Pantothenate, Biotin, Thiamine Mononitrate (source of vitamin B1), Pyridoxine Hydrochloride (source of vitamin B6), Vitamin B12 Supplement, Riboflavin Supplement (source of vitamin B2), Inositol, Vitamin D3 Supplement, Folic Acid), Taurine, Minerals (Zinc Oxide, Manganese Sulfate, Copper Sulfate, Potassium Iodide), L-Carnitine, Rosemary Extract.	adult	dry food						34.873991040239986	31.57624676836849	33.54976219139152	0.0007412553191489362
Cat Chow Naturals Indoor with Real Chicken & Turkey Dry Cat Food, 13-lb bag	https://www.chewy.com/cat-chow-naturals-indoor-real-chicken/dp/127690	13.12	Chicken, Corn Gluten Meal, Brewers Rice, Chicken By-product Meal , Soybean Meal, Ground Yellow Corn, Animal Fat Preserved With Mixed-tocopherols, Turkey, Powdered Cellulose, Natural Flavor, Soybean Hulls, Phosphoric Acid, Calcium Carbonate, Salt, Choline Chloride, Dried Spinach, Potassium Chloride, Taurine, Dl-methionine, Vitamin E Supplement, Minerals (Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite), Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)]. D450518.	adult	dry food	indoor pea-free			purina kitten chow		33.62271085482542	42.13928141435904	24.238007730815536	0.000661520168297814
