name,url,our_price,list_price,calories,ingredients,attr_dict,ga_dict
"Purina Pro Plan Savor Shredded Blend Indoor Turkey & Rice Formula Dry Cat Food, 12-lb bag",https://www.chewy.com/purina-pro-plan-savor-shredded-blend/dp/168191,39.59,,"3966 kcal/kg, 421 kcal/cup","Turkey, Corn Gluten Meal, Chicken Meal, Brewers Rice, Powdered Cellulose, Soybean Meal, Animal Fat Preserved With Mixed-Tocopherols, Soy Protein Isolate, Dried Egg Product, Cassava Root Flour, Animal Liver Flavor, Soy Protein Concentrate, Sodium Caseinate, Wheat Flour, Glycerin, Chicken, Inulin, Gelatin, Potassium Chloride, L-Lysine Monohydrochloride, Salt, Calcium Carbonate, Added Color, Choline Chloride, Taurine, Vitamin E Supplement, L-Cysteine, Zinc Sulfate, Sodium Bisulfate, Ferrous Sulfate, L-Ascorbyl-2-Polyphosphate (Vitamin C), Manganese Sulfate, Niacin, Vitamin A Supplement, Calcium Pantothenate, Thiamine Mononitrate, Copper Sulfate, Riboflavin Supplement, Vitamin B-12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D-3 Supplement, Calcium Iodate, Biotin, Menadione Sodium Bisulfite Complex (Vitamin K), Sodium Selenite. A-4611.","{'Item Number': '141277', 'Weight': '12.0\xa0pounds', 'Brand': 'Purina', 'Lifestage': 'Adult', 'Food Form': 'Dry Food', 'Special Diet': 'Indoor, Pea-Free'}","{'Crude Protein': '38.0% min', 'Crude Fat': '14.0% min', 'Crude Fiber': '7.5% max', 'Moisture': '12.0% max', 'Linoleic Acid': '1.5% min', 'Calcium': '1.0% min', 'Phosphorus': '0.8% min', 'Vitamin A': '10,000 IU/kg min', 'Vitamin E': '400 IU/kg min', 'Taurine': '0.15% min'}"
"Taste of the Wild PREY Turkey Formula Limited Ingredient Recipe Dry Cat Food, 6-lb bag",https://www.chewy.com/taste-wild-prey-turkey-formula/dp/256451,19.99,,3689 kcal/kg (345 kcal/cup),"Turkey, Lentils, Sunflower Oil, Natural Flavor, Salmon Oil (Source Of Dha), Dl-Methionine, Dicalcium Phosphate, Calcium Carbonate, Salt, Choline Chloride, Taurine, Dried Lactobacillus Plantarum Fermentation Product, Dried Bacillus Subtilis Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product, Zinc Proteinate, Vitamin E Supplement, Niacin, Manganese Proteinate, Copper Proteinate, Zinc Sulfate, Manganese Sulfate, Copper Sulfate, Thiamine Mononitrate, Vitamin A Supplement, Biotin, Potassium Iodide, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Manganous Oxide, Sodium Selenite, Vitamin D Supplement, Folic Acid. Contains A Source Of Live (Viable), Naturally Occurring Microorganisms.","{'Item Number': '229942', 'Weight': '6.0\xa0pounds', 'Lifestage': 'Adult, Kitten', 'Food Form': 'Dry Food', 'Special Diet': 'Limited Ingredient Diet, Grain-Free, No Corn No Wheat No Soy, Gluten Free, GMO-Free'}","{'Crude Protein': '33.0% min', 'Crude Fat': '15.0% min', 'Crude Fiber': '3.0% max', 'Moisture': '10.0% max', 'Docosahexaenoic Acid (DHA)': '0.05% min', 'Zinc': '150 mg/kg min', 'Selenium': '0.35 mg/kg min', 'Vitamin E': '175 IU/kg min', 'Taurine': '0.12% min', 'Omega-6 Fatty Acids': '2.4% min', 'Omega-3 Fatty Acids': '0.3% min', 'Total Microorganisms': 'Not less Than 80,000,000 CFU/lbmin'}"
"I and Love and You Savory Salmon Pate Grain-Free Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/i-love-you-savory-salmon-pate-grain/dp/128274,32.99,,"1128 kcal/kg, 96 kcal/can","Salmon, Chicken Liver, Salmon Broth, Chicken, Cranberries, Spinach, Carrots, Natural Flavor, Guar Gum, Sweet Potatoes, Alfalfa Meal, Ground Flaxseed, Salt, Potassium Chloride, Choline Chloride, Taurine, Dl-Methionine, Cassia Gum, Xanthan Gum, Salmon Oil (Preserved With Mixed Tocopherols), Iron Proteinate, Zinc Proteinate, Thiamine Mononitrate, Vitamin E Supplement, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Rosemary Extract.","{'Item Number': '100750', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Pea-Free'}","{'Crude Protein': '10.0% min', 'Crude Fat': '5.5% min', 'Crude Fiber': '0.75% max', 'Moisture': '78.0% max', 'Taurine': '0.10% min'}"
"Wellness Healthy Indulgence Morsels with Salmon & Tuna in Savory Sauce Grain-Free Wet Cat Food Pouches, 3-oz, case of 24",https://www.chewy.com/wellness-healthy-indulgence-morsels/dp/123300,31.68,,"725 kcal/kg, 62 kcal/container","Chicken Broth, Water Sufficient For Processing, Chicken, Salmon, Tuna, Potato Starch, Eggs, Carrots, Chicken Liver, Natural Flavor, Salt, Guar Gum, Tricalcium Phosphate, Potassium Chloride, Taurine, Magnesium Sulfate, Vitamins [Vitamin E Supplement, Thiamine Hydrochloride, Niacin, Vitamin A Supplement, Pyridoxine Hydrochloride, d-Calcium Pantothenate, Riboflavin Supplement, Folic Acid, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement], Cranberries, Blueberries, White Sweet Potatoes, Xanthan Gum, Choline Chloride, Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Manganese Amino Acid Chelate, Copper Amino Acid Chelate, Potassium Iodide, Sodium Selenite.","{'Item Number': '95724', 'Packaging Type': 'Pouch', 'Food Texture': 'Chunks in Gravy', 'Lifestage': 'Adult', 'Brand': 'WellPet', 'Food Form': 'Wet Food', 'Special Diet': 'No Corn No Wheat No Soy, Grain-Free, Pea-Free'}","{'Crude Protein': '7.0% min', 'Crude Fat': '4.0% min', 'Crude Fiber': '1.0% max', 'Moisture': '82.0% max', 'Ash': '2.0% max', 'Magnesium': '0.025% max', 'Taurine': '0.01% min'}"
"Purina Pro Plan Veterinary Diets OM Overweight Management Formula Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/purina-pro-plan-veterinary-diets-om/dp/49849,49.69,,"754 kcal/kg, 117 kcal/can","Water, Meat By-products, Liver, Ocean Whitefish, Chicken, Rice, Powdered Cellulose, Potato Protein, Soy Protein Isolate, Artificial And Natural Flavors, Calcium Sulfate, Guar Gum, Potassium Chloride, Salt, Choline Chloride, Vitamin E Supplement, Mono And Dicalcium Phosphate, Magnesium Sulfate, Carrageenan, Taurine, Thiamine Mononitrate (Vitamin B-1), L-carnitine, Zinc Sulfate, Ferrous Sulfate, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Copper Sulfate, Manganese Sulfate, Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Potassium Iodide. C253519.","{'Item Number': '64889', 'Weight': '8.25\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Minced', 'Brand': 'Purina', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'High-Protein, Weight Control, Pea-Free, Veterinary Diet'}","{'Crude Protein': '8.5% min', 'Crude Fat': '5.0% max', 'Crude Fiber': '4.0% max', 'Moisture': '80.0% max', 'Ash': '2.6% max', 'Calcium': '0.13% min', 'Phosphorus': '0.11% min'}"
"Authority Indoor Chicken & Rice Formula Adult Dry Cat Food, 23-lb bag",https://www.chewy.com/authority-indoor-chicken-rice-formula/dp/177698,45.87,,"3560 kcal/kg, 370 kcal/cup","Deboned Chicken, Chicken Meal, Brewers Rice, Corn Protein Concentrate, Ground Corn, Chicken Fat (Preserved with Mixed Tocopherols), Dried Beet Pulp, Natural Flavor, Powdered Cellulose, Dried Egg Product, Potassium Chloride, Choline Chloride, Inulin, Vitamins (Vitamin E Supplement, Niacin Supplement, L-Ascorbyl-2-Polyphosphate, Vitamin A Supplement, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Sodium Hexametaphosphate, Minerals (Salt, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Calcium Carbonate, Sodium Selenite, Calcium Iodate), Fish Oil, Taurine, L-Carnitine, Vegetable Oil, Lecithin, Rosemary Extract.","{'Item Number': '150901', 'Weight': '23.0\xa0pounds', 'Lifestage': 'Adult', 'Food Form': 'Dry Food', 'Special Diet': 'Indoor, Pea-Free'}","{'Crude Protein': '33.0% min', 'Crude Fat': '15.0% max', 'Crude Fiber': '5.0% max', 'Moisture': '10.0% max', 'Ash': '6.5% max', 'Linoleic Acid': '2.0% min', 'Calcium': '0.95% min', 'Phosphorus': '0.8% min', 'Potassium': '0.6% min', 'Zinc': '225 mg/kg min', 'Selenium': '0.2 mg/kg min', 'Vitamin A': '25,000 IU/kg min', 'Vitamin E': '250 IU/kg min', 'Taurine': '0.15% min', 'Omega-6 Fatty Acids': '2.5% min', 'Omega-3 Fatty Acids': '0.15% min', 'L-Carnitine': '100 mg/kg min'}"
"Royal Canin Feline Care Nutrition Oral Care Adult Dry Cat Food, 3-lb bag",https://www.chewy.com/royal-canin-feline-care-nutrition/dp/46466,19.79,,"3533 kcal/kg, 322 kcal/cup","Chicken Meal, Corn, Brewers Rice, Chicken Fat, Wheat Gluten, Pea Fiber, Natural Flavors, Wheat, Corn Gluten Meal, Rice Hulls, Dried Plain Beet Pulp, Calcium Sulfate, Fish Oil, Vegetable Oil, Salt, Potassium Chloride, Sodium Pyrophosphate, Fructooligosaccharides, DL-Methionine, Choline Chloride, Vitamins [DL-Alpha Tocopherol Acetate (source of Vitamin E), L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Biotin, Niacin Supplement, Pyridoxine Hydrochloride (Vitamin B6), D-Calcium Pantothenate, Riboflavin Supplement, Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], Psyllium Seed Husk, Sodium Tripolyphosphate, Potassium Phosphate, Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], Taurine, Rosemary Extract, Preserved with Mixed Tocopherols and Citric Acid.","{'Item Number': '61487', 'Weight': '3.0\xa0pounds', 'Brand': 'Royal Canin Size Health Nutrition', 'Lifestage': 'Adult', 'Food Form': 'Dry Food', 'Special Diet': 'N/A'}","{'Crude Protein': '28.0% min', 'Crude Fat': '13.0% min', 'Crude Fiber': '6.7% max', 'Moisture': '10.5% max'}"
"Earthborn Holistic Ranch House Stew Grain-Free Natural Canned Cat & Kitten Food, 5.5-oz, case of 24",https://www.chewy.com/earthborn-holistic-ranch-house-stew/dp/115850,41.99,,"888 kcal/kg, 138 kcal/5.5 oz can","Beef Broth, Beef, Dried Egg Product, Chicken, Pumpkins, Potatoes, Carrots, Natural Flavors, Tuna, Tricalcium Phosphate, Salt, Guar Gum, Potassium Chloride, Magnesium Sulfate, Taurine, Choline Chloride, Iron Proteinate, Vitamin E Supplement, Zinc Proteinate, Thiamine Mononitrate, Niacin, Vitamin A Supplement, Manganese Proteinate, Copper Proteinate, Pyridoxine Hydrochloride, Sodium Selenite, Calcium Pantothenate, Riboflavin Supplement, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement, Biotin, Potassium Iodide.","{'Item Number': '88116', 'Packaging Type': 'Can', 'Food Texture': 'Shredded', 'Lifestage': 'Adult, Kitten', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, Gluten Free, Pea-Free'}","{'Crude Protein': '8.0% min', 'Crude Fat': '2.0% min', 'Crude Fiber': '1.5% max', 'Moisture': '83.0% max', 'Ash': '3.0% max', 'Taurine': '0.05% min'}"
"Tiki Cat After Dark Chicken Canned Cat Food, 5.5-oz, case of 8",https://www.chewy.com/tiki-cat-after-dark-chicken-canned/dp/139626,20.09,21.52,"711 kcal/kg, 57 kcal/2.8 oz can, 111 kcal/5.5 oz can","Chicken Broth, Chicken, Chicken Liver, Chicken Gizzard, Chicken Heart, Tricalcium Phosphate, Potassium Chloride, Choline Chloride, Magnesium Sulfate, Salt, Taurine, Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Vitamin E Supplement, Tuna Oil, Ascorbic Acid (Source Of Vitamin C), Thiamine Mononitrate (Vitamin B1), Niacin (Vitamin B3), Manganese Amino Acid Chelate, Vitamin A Supplement, Copper Amino Acid Chelate, Calcium Iodate, Calcium Pantothenate, Sodium Selenite, Riboflavin Supplement (Vitamin B2), Vitamin B12 Supplement, Pyridoxine Hydrochloride (Vitamin B6), Folic Acid, Vitamin D3 Supplement, Biotin, Vitamin K3 Supplement.","{'Item Number': '112290', 'Packaging Type': 'Can', 'Food Texture': 'Sliced', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, High-Protein, Pea-Free, No Corn No Wheat No Soy, GMO-Free, Natural'}","{'Crude Protein': '12.0% min', 'Crude Fat': '2.2% min', 'Crude Fiber': '0.7% max', 'Moisture': '83.0% max', 'Ash': '1.6% max'}"
"Tiki Cat Born Carnivore Chicken & Egg Grain-Free Dry Cat Food, 11.1-lb bag",https://www.chewy.com/tiki-cat-born-carnivore-chicken-egg/dp/266429,44.99,49.99,"3795 kcal/kg, 482 kcal/cup","New: Deboned Chicken, Chicken Meal, Dehydrated Chicken, Dried Egg Product, Tapioca, Natural Chicken Flavor, Ground Whole Flaxseed, Chickpeas, Peas, Chicken Fat (Preserved With Mixed Tocopherols And Citric Acid), Brewers Dried Yeast, Calcium Sulfate, Choline Chloride, Inulin (Prebiotic), Salmon Oil, Pumpkin, Taurine, Ferrous Sulfate, Zinc Sulfate, Vitamin E Supplement, Niacin Supplement (Vitamin B3), Copper Sulfate, Vitamin A Supplement, Manganese Sulfate, Thiamine Mononitrate (Vitamin B1), D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Biotin, Riboflavin Supplement (Vitamin B2), Vitamin B12 Supplement, Vitamin D3 Supplement, Calcium Iodate, Folic Acid, Sodium Selenite, Rosemary Extract, Ascorbic Acid (Preservative), Citric Acid, Tannic Acid.","{'Item Number': '239939', 'Weight': '11.1\xa0pounds', 'Lifestage': 'Adult', 'Food Form': 'Dry Food', 'Special Diet': 'High-Protein, Grain-Free, No Corn No Wheat No Soy, GMO-Free, Natural'}","{'Crude Protein': '43.0% min', 'Crude Fat': '19.0% min', 'Crude Fiber': '3.5% max', 'Moisture': '10.0% max', 'Taurine': '0.14% min', 'Omega 3 Fatty Acids': '1.0% min', 'Omega 6 Fatty Acids': '2.75% min'}"
"Instinct Grain-Free Minced Recipe with Real Chicken Wet Cat Food Cups, 3.5-oz, case of 12",https://www.chewy.com/instinct-grain-free-minced-recipe/dp/149509,23.88,,"971 kcal/kg, 97 kcal/3.5 oz bowl","Chicken Broth, Chicken, Chicken Liver, Egg Whites, Ground Dried Peas, Spinach, Carrots, Ground Flaxseed, Guar Gum, Natural Flavor, Sodium Phosphate, Salt, Montmorillonite Clay, Dried Kelp, Potassium Chloride, Choline Chloride, Minerals (Iron Proteinate, Zinc Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Potassium Iodide), Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Taurine, Xanthan Gum, Artichokes, Cranberries, Pumpkin, Tomato, Blueberries, Broccoli, Cabbage, Kale, Parsley","{'Item Number': '122361', 'Weight': '3.5\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Minced', 'Brand': ""Nature's Variety"", 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy'}","{'Crude Protein': '9.0% min', 'Crude Fat': '4.5% min', 'Crude Fiber': '1.0% max', 'Moisture': '82.0% max'}"
"Wellness Seafood Pate Favorites Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/wellness-seafood-pate-favorites/dp/244864,29.89,31.49,1027 kcal/kg or 87,"Chicken & Herring Pate:
Chicken, Chicken Liver, Whitefish, Chicken Broth, Herring, Carrots, Natural Flavor, Guar Gum, Cranberries, Ground Flaxseed, Potassium Chloride, Taurine, Salt, Cassia Gum, Xanthan Gum, Choline Chloride, Iron Proteinate, Zinc Proteinate, Thiamine Mononitrate, Beta-Carotene, Vitamin E Supplement, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Niacin, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid.","{'Item Number': '218315', 'Weight': '6.7\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free'}","{'Crude Protein': '11.0% min', 'Crude Fat': '5.0% min', 'Crude Fiber': '1.0% max', 'Moisture': '78.0% max', 'Taurine': '0.10% min'}"
"Blue Buffalo Basics Limited Ingredient Grain-Free Formula Turkey & Potato Indoor Mature Dry Cat Food, 11-lb bag",https://www.chewy.com/blue-buffalo-basics-limited/dp/103468,34.98,,"3494 kcal/kg, 397 kcal/cup","Deboned Turkey, Turkey Meal, Peas, Potatoes, Tapioca Starch, Pea Starch, Pea Protein, Pea Fiber, Canola Oil, Flaxseed (source of Omega 3 & 6 Fatty Acids), Natural Flavor, Fish Oil (source of DHA- Docosahexaenoic Acid), DL-Methionine,  Choline Chloride, Potassium Chloride, L-Lysine, Pumpkin, Dried Chicory Root, Calcium Sulfate, Alfalfa Nutrient Concentrate, Taurine, Calcium Carbonate, Salt, Vitamin E Supplement, preserved with Mixed Tocopherols, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Carnitine, Vegetable Juice for color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary.","{'Item Number': '75584', 'Weight': '11.0\xa0pounds', 'Brand': 'Blue Basics', 'Lifestage': 'Senior', 'Food Form': 'Dry Food', 'Special Diet': 'Sensitive Digestion, Indoor, Limited Ingredient Diet, Grain-Free, No Corn No Wheat No Soy'}","{'Crude Protein': '28.0% min', 'Crude Fat': '12.0% min', 'Crude Fiber': '7.0% max', 'Moisture': '9.0% max', 'DHA': '0.1% min', 'Magnesium': '0.13% max', 'Vitamin E': '300 IU/kg min', 'Taurine': '0.15% min', 'Omega 3 Fatty Acids': '0.75% min', 'Omega 6 Fatty Acids': '1.5% min', 'Ascorbic Acid': '100mg/kg min', 'L-Carnitine': '150 mg/kg min'}"
"Purina Pro Plan Ocean Whitefish & Tuna Classic Entree Grain-Free Canned Cat Food, 3-oz can, case of 24",https://www.chewy.com/purina-pro-plan-ocean-whitefish-tuna/dp/243274,26.70,,"1034 kcal/kg, 88 kcal/can","Ocean Whitefish, Meat By-Products, Fish, Water, Tuna, Artificial And Natural Flavors, Guar Gum, MINERALS [Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Tricalcium Phosphate, Taurine, Salt, VITAMINS [Vitamin E Supplement, Thiamine Mononitrate (Vitamin B-1), Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement].","{'Item Number': '216719', 'Weight': '5.3\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free'}","{'Crude Protein': '11.0% min', 'Crude Fat': '3.0% min', 'Crude Fiber': '1.5% max', 'Moisture': '78.0% max', 'Ash': '3.5% max', 'Taurine': '0.05% min'}"
"Tiki Cat Lanai Grill Tuna in Crab Surimi Consomme Grain-Free Canned Cat Food, 6-oz, case of 8",https://www.chewy.com/tiki-cat-lanai-grill-tuna-in-crab/dp/37714,13.61,14.32,"910 kcal/kg, 73 kcal/2.8 oz can, 155 kcal/6 oz can","Tuna, Tuna Broth, Crab Surimi (Ocean Whitefish, Crab Broth), Sunflower Seed Oil, Calcium Lactate, Tricalcium Phosphate, Choline Chloride, Taurine, Vitamin E Supplement, Zinc Sulfate, Iron Sulfate, Thiamine Mononitrate (Vitamin B1), Niacin (Vitamin B3), Calcium Pantothenate, Manganese Sulfate, Vitamin A Supplement, Potassium Iodide, Copper Sulfate, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Folic Acid, Vitamin D3 Supplement, Vitamin B12 Supplement.","{'Item Number': '52571', 'Packaging Type': 'Can', 'Food Texture': 'Flaked', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'No Corn No Wheat No Soy, High-Protein, Gluten Free, Low Glycemic, Grain-Free, Pea-Free, GMO-Free, Natural'}","{'Crude Protein': '17.0% min', 'Crude Fat': '2.0% min', 'Crude Fiber': '0% max', 'Moisture': '78.0% max', 'Ash': '2.3.0% max', 'Taurine': '0.2% max'}"
"Tiki Cat Aloha Friends Tuna with Tilapia & Pumpkin Grain-Free Wet Cat Food, 5.5-oz can, case of 8",https://www.chewy.com/tiki-cat-aloha-friends-tuna-tilapia/dp/130427,12.17,12.72,"700 kcal/kg, 60 kcal/3 oz can/pouch, 112 kcal/5.5 oz can","Flaked Tuna, Tuna Broth, Pumpkin, Tilapia, Sunflower Seed Oil, Calcium Lactate, Tricalcium Phosphate, Choline Chloride, Taurine, Vitamin E Supplement, Zinc Sulfate, Thiamine Mononitrate (Vitamin B1), Niacin (Vitamin B3), Calcium Pantothenate, Manganese Sulfate, Vitamin A Supplement, Potassium Iodide, Ferrous Sulfate, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Copper Sulfate, Folic Acid, Vitamin B12 Supplement.","{'Item Number': '102928', 'Packaging Type': 'Can', 'Food Texture': 'Shredded', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, Gluten Free, Pea-Free, Non-GMO, High-Protein, No Corn No Wheat No Soy, GMO-Free, Sensitive Digestion, Natural'}","{'Crude Protein': '11.0% min', 'Crude Fat': '1.8% min', 'Crude Fiber': '0.5% max', 'Moisture': '84.0% max', 'Ash': '1.5% max', 'Magnesium': '0.08% max', 'Taurine': '0.2% min'}"
